DateTime,Junction,ID,Vehicles
7/8/2017 11:00,1,20170708111,114
7/8/2017 12:00,1,20170708121,114
7/8/2017 13:00,1,20170708131,98
7/8/2017 14:00,1,20170708141,107
7/8/2017 15:00,1,20170708151,107
7/8/2017 16:00,1,20170708161,100
7/8/2017 17:00,1,20170708171,100
7/8/2017 18:00,1,20170708181,106
7/8/2017 19:00,1,20170708191,110
7/8/2017 20:00,1,20170708201,108
7/8/2017 21:00,1,20170708211,95
7/8/2017 22:00,1,20170708221,88
7/8/2017 23:00,1,20170708231,88
7/9/2017 0:00,1,20170709001,84
7/9/2017 1:00,1,20170709011,73
7/9/2017 2:00,1,20170709021,55
7/9/2017 3:00,1,20170709031,50
7/9/2017 4:00,1,20170709041,40
7/9/2017 5:00,1,20170709051,38
7/9/2017 6:00,1,20170709061,45
7/9/2017 7:00,1,20170709071,52
7/9/2017 8:00,1,20170709081,54
7/9/2017 9:00,1,20170709091,67
7/9/2017 10:00,1,20170709101,85
7/9/2017 11:00,1,20170709111,100
7/9/2017 12:00,1,20170709121,100
7/9/2017 13:00,1,20170709131,94
7/9/2017 14:00,1,20170709141,100
7/9/2017 15:00,1,20170709151,99
7/9/2017 16:00,1,20170709161,90
7/9/2017 17:00,1,20170709171,90
7/9/2017 18:00,1,20170709181,94
7/9/2017 19:00,1,20170709191,96
7/9/2017 20:00,1,20170709201,96
7/9/2017 21:00,1,20170709211,80
7/9/2017 22:00,1,20170709221,80
7/9/2017 23:00,1,20170709231,75
7/10/2017 0:00,1,20170710001,84
7/10/2017 1:00,1,20170710011,73
7/10/2017 2:00,1,20170710021,55
7/10/2017 3:00,1,20170710031,48
7/10/2017 4:00,1,20170710041,40
7/10/2017 5:00,1,20170710051,39
7/10/2017 6:00,1,20170710061,45
7/10/2017 7:00,1,20170710071,50
7/10/2017 8:00,1,20170710081,54
7/10/2017 9:00,1,20170710091,67
7/10/2017 10:00,1,20170710101,85
7/10/2017 11:00,1,20170710111,100
7/10/2017 12:00,1,20170710121,100
7/10/2017 13:00,1,20170710131,94
7/10/2017 14:00,1,20170710141,100
7/10/2017 15:00,1,20170710151,99
7/10/2017 16:00,1,20170710161,90
7/10/2017 17:00,1,20170710171,90
7/10/2017 18:00,1,20170710181,94
7/10/2017 19:00,1,20170710191,96
7/10/2017 20:00,1,20170710201,96
7/10/2017 21:00,1,20170710211,80
7/10/2017 22:00,1,20170710221,80
7/10/2017 23:00,1,20170710231,75
7/11/2017 0:00,1,20170711001,59
7/11/2017 1:00,1,20170711011,46
7/11/2017 2:00,1,20170711021,55
7/11/2017 3:00,1,20170711031,48
7/11/2017 4:00,1,20170711041,40
7/11/2017 5:00,1,20170711051,39
7/11/2017 6:00,1,20170711061,40
7/11/2017 7:00,1,20170711071,52
7/11/2017 8:00,1,20170711081,54
7/11/2017 9:00,1,20170711091,67
7/11/2017 10:00,1,20170711101,90
7/11/2017 11:00,1,20170711111,117
7/11/2017 12:00,1,20170711121,122
7/11/2017 13:00,1,20170711131,106
7/11/2017 14:00,1,20170711141,119
7/11/2017 15:00,1,20170711151,119
7/11/2017 16:00,1,20170711161,119
7/11/2017 17:00,1,20170711171,111
7/11/2017 18:00,1,20170711181,114
7/11/2017 19:00,1,20170711191,120
7/11/2017 20:00,1,20170711201,107
7/11/2017 21:00,1,20170711211,105
7/11/2017 22:00,1,20170711221,94
7/11/2017 23:00,1,20170711231,75
7/12/2017 0:00,1,20170712001,59
7/12/2017 1:00,1,20170712011,46
7/12/2017 2:00,1,20170712021,60
7/12/2017 3:00,1,20170712031,37
7/12/2017 4:00,1,20170712041,40
7/12/2017 5:00,1,20170712051,34
7/12/2017 6:00,1,20170712061,40
7/12/2017 7:00,1,20170712071,50
7/12/2017 8:00,1,20170712081,63
7/12/2017 9:00,1,20170712091,70
7/12/2017 10:00,1,20170712101,90
7/12/2017 11:00,1,20170712111,117
7/12/2017 12:00,1,20170712121,122
7/12/2017 13:00,1,20170712131,106
7/12/2017 14:00,1,20170712141,119
7/12/2017 15:00,1,20170712151,119
7/12/2017 16:00,1,20170712161,119
7/12/2017 17:00,1,20170712171,111
7/12/2017 18:00,1,20170712181,114
7/12/2017 19:00,1,20170712191,120
7/12/2017 20:00,1,20170712201,107
7/12/2017 21:00,1,20170712211,105
7/12/2017 22:00,1,20170712221,94
7/12/2017 23:00,1,20170712231,75
7/13/2017 0:00,1,20170713001,81
7/13/2017 1:00,1,20170713011,75
7/13/2017 2:00,1,20170713021,60
7/13/2017 3:00,1,20170713031,37
7/13/2017 4:00,1,20170713041,40
7/13/2017 5:00,1,20170713051,34
7/13/2017 6:00,1,20170713061,50
7/13/2017 7:00,1,20170713071,50
7/13/2017 8:00,1,20170713081,63
7/13/2017 9:00,1,20170713091,70
7/13/2017 10:00,1,20170713101,93
7/13/2017 11:00,1,20170713111,115
7/13/2017 12:00,1,20170713121,115
7/13/2017 13:00,1,20170713131,102
7/13/2017 14:00,1,20170713141,116
7/13/2017 15:00,1,20170713151,106
7/13/2017 16:00,1,20170713161,107
7/13/2017 17:00,1,20170713171,105
7/13/2017 18:00,1,20170713181,119
7/13/2017 19:00,1,20170713191,114
7/13/2017 20:00,1,20170713201,110
7/13/2017 21:00,1,20170713211,98
7/13/2017 22:00,1,20170713221,94
7/13/2017 23:00,1,20170713231,90
7/14/2017 0:00,1,20170714001,81
7/14/2017 1:00,1,20170714011,73
7/14/2017 2:00,1,20170714021,60
7/14/2017 3:00,1,20170714031,44
7/14/2017 4:00,1,20170714041,40
7/14/2017 5:00,1,20170714051,39
7/14/2017 6:00,1,20170714061,50
7/14/2017 7:00,1,20170714071,48
7/14/2017 8:00,1,20170714081,63
7/14/2017 9:00,1,20170714091,69
7/14/2017 10:00,1,20170714101,91
7/14/2017 11:00,1,20170714111,106
7/14/2017 12:00,1,20170714121,106
7/14/2017 13:00,1,20170714131,95
7/14/2017 14:00,1,20170714141,109
7/14/2017 15:00,1,20170714151,107
7/14/2017 16:00,1,20170714161,102
7/14/2017 17:00,1,20170714171,102
7/14/2017 18:00,1,20170714181,114
7/14/2017 19:00,1,20170714191,114
7/14/2017 20:00,1,20170714201,103
7/14/2017 21:00,1,20170714211,98
7/14/2017 22:00,1,20170714221,94
7/14/2017 23:00,1,20170714231,86
7/15/2017 0:00,1,20170715001,83
7/15/2017 1:00,1,20170715011,73
7/15/2017 2:00,1,20170715021,53
7/15/2017 3:00,1,20170715031,44
7/15/2017 4:00,1,20170715041,40
7/15/2017 5:00,1,20170715051,44
7/15/2017 6:00,1,20170715061,47
7/15/2017 7:00,1,20170715071,48
7/15/2017 8:00,1,20170715081,52
7/15/2017 9:00,1,20170715091,72
7/15/2017 10:00,1,20170715101,90
7/15/2017 11:00,1,20170715111,115
7/15/2017 12:00,1,20170715121,115
7/15/2017 13:00,1,20170715131,98
7/15/2017 14:00,1,20170715141,99
7/15/2017 15:00,1,20170715151,102
7/15/2017 16:00,1,20170715161,103
7/15/2017 17:00,1,20170715171,98
7/15/2017 18:00,1,20170715181,98
7/15/2017 19:00,1,20170715191,104
7/15/2017 20:00,1,20170715201,103
7/15/2017 21:00,1,20170715211,91
7/15/2017 22:00,1,20170715221,88
7/15/2017 23:00,1,20170715231,86
7/16/2017 0:00,1,20170716001,80
7/16/2017 1:00,1,20170716011,73
7/16/2017 2:00,1,20170716021,56
7/16/2017 3:00,1,20170716031,46
7/16/2017 4:00,1,20170716041,40
7/16/2017 5:00,1,20170716051,41
7/16/2017 6:00,1,20170716061,42
7/16/2017 7:00,1,20170716071,48
7/16/2017 8:00,1,20170716081,52
7/16/2017 9:00,1,20170716091,72
7/16/2017 10:00,1,20170716101,89
7/16/2017 11:00,1,20170716111,102
7/16/2017 12:00,1,20170716121,100
7/16/2017 13:00,1,20170716131,98
7/16/2017 14:00,1,20170716141,99
7/16/2017 15:00,1,20170716151,102
7/16/2017 16:00,1,20170716161,103
7/16/2017 17:00,1,20170716171,92
7/16/2017 18:00,1,20170716181,104
7/16/2017 19:00,1,20170716191,95
7/16/2017 20:00,1,20170716201,102
7/16/2017 21:00,1,20170716211,81
7/16/2017 22:00,1,20170716221,82
7/16/2017 23:00,1,20170716231,86
7/17/2017 0:00,1,20170717001,80
7/17/2017 1:00,1,20170717011,42
7/17/2017 2:00,1,20170717021,56
7/17/2017 3:00,1,20170717031,47
7/17/2017 4:00,1,20170717041,42
7/17/2017 5:00,1,20170717051,39
7/17/2017 6:00,1,20170717061,45
7/17/2017 7:00,1,20170717071,52
7/17/2017 8:00,1,20170717081,52
7/17/2017 9:00,1,20170717091,72
7/17/2017 10:00,1,20170717101,89
7/17/2017 11:00,1,20170717111,102
7/17/2017 12:00,1,20170717121,100
7/17/2017 13:00,1,20170717131,98
7/17/2017 14:00,1,20170717141,99
7/17/2017 15:00,1,20170717151,102
7/17/2017 16:00,1,20170717161,103
7/17/2017 17:00,1,20170717171,92
7/17/2017 18:00,1,20170717181,104
7/17/2017 19:00,1,20170717191,95
7/17/2017 20:00,1,20170717201,102
7/17/2017 21:00,1,20170717211,81
7/17/2017 22:00,1,20170717221,82
7/17/2017 23:00,1,20170717231,90
7/18/2017 0:00,1,20170718001,80
7/18/2017 1:00,1,20170718011,42
7/18/2017 2:00,1,20170718021,39
7/18/2017 3:00,1,20170718031,47
7/18/2017 4:00,1,20170718041,42
7/18/2017 5:00,1,20170718051,39
7/18/2017 6:00,1,20170718061,44
7/18/2017 7:00,1,20170718071,51
7/18/2017 8:00,1,20170718081,54
7/18/2017 9:00,1,20170718091,61
7/18/2017 10:00,1,20170718101,96
7/18/2017 11:00,1,20170718111,111
7/18/2017 12:00,1,20170718121,111
7/18/2017 13:00,1,20170718131,105
7/18/2017 14:00,1,20170718141,115
7/18/2017 15:00,1,20170718151,111
7/18/2017 16:00,1,20170718161,104
7/18/2017 17:00,1,20170718171,108
7/18/2017 18:00,1,20170718181,113
7/18/2017 19:00,1,20170718191,113
7/18/2017 20:00,1,20170718201,107
7/18/2017 21:00,1,20170718211,95
7/18/2017 22:00,1,20170718221,91
7/18/2017 23:00,1,20170718231,90
7/19/2017 0:00,1,20170719001,48
7/19/2017 1:00,1,20170719011,42
7/19/2017 2:00,1,20170719021,39
7/19/2017 3:00,1,20170719031,36
7/19/2017 4:00,1,20170719041,42
7/19/2017 5:00,1,20170719051,39
7/19/2017 6:00,1,20170719061,38
7/19/2017 7:00,1,20170719071,51
7/19/2017 8:00,1,20170719081,54
7/19/2017 9:00,1,20170719091,61
7/19/2017 10:00,1,20170719101,96
7/19/2017 11:00,1,20170719111,111
7/19/2017 12:00,1,20170719121,111
7/19/2017 13:00,1,20170719131,105
7/19/2017 14:00,1,20170719141,115
7/19/2017 15:00,1,20170719151,111
7/19/2017 16:00,1,20170719161,104
7/19/2017 17:00,1,20170719171,108
7/19/2017 18:00,1,20170719181,113
7/19/2017 19:00,1,20170719191,113
7/19/2017 20:00,1,20170719201,107
7/19/2017 21:00,1,20170719211,95
7/19/2017 22:00,1,20170719221,91
7/19/2017 23:00,1,20170719231,90
7/20/2017 0:00,1,20170720001,78
7/20/2017 1:00,1,20170720011,73
7/20/2017 2:00,1,20170720021,56
7/20/2017 3:00,1,20170720031,36
7/20/2017 4:00,1,20170720041,42
7/20/2017 5:00,1,20170720051,36
7/20/2017 6:00,1,20170720061,42
7/20/2017 7:00,1,20170720071,51
7/20/2017 8:00,1,20170720081,60
7/20/2017 9:00,1,20170720091,76
7/20/2017 10:00,1,20170720101,92
7/20/2017 11:00,1,20170720111,111
7/20/2017 12:00,1,20170720121,111
7/20/2017 13:00,1,20170720131,100
7/20/2017 14:00,1,20170720141,115
7/20/2017 15:00,1,20170720151,110
7/20/2017 16:00,1,20170720161,104
7/20/2017 17:00,1,20170720171,108
7/20/2017 18:00,1,20170720181,114
7/20/2017 19:00,1,20170720191,114
7/20/2017 20:00,1,20170720201,108
7/20/2017 21:00,1,20170720211,106
7/20/2017 22:00,1,20170720221,101
7/20/2017 23:00,1,20170720231,90
7/21/2017 0:00,1,20170721001,84
7/21/2017 1:00,1,20170721011,71
7/21/2017 2:00,1,20170721021,62
7/21/2017 3:00,1,20170721031,51
7/21/2017 4:00,1,20170721041,43
7/21/2017 5:00,1,20170721051,42
7/21/2017 6:00,1,20170721061,44
7/21/2017 7:00,1,20170721071,51
7/21/2017 8:00,1,20170721081,60
7/21/2017 9:00,1,20170721091,76
7/21/2017 10:00,1,20170721101,96
7/21/2017 11:00,1,20170721111,103
7/21/2017 12:00,1,20170721121,110
7/21/2017 13:00,1,20170721131,97
7/21/2017 14:00,1,20170721141,106
7/21/2017 15:00,1,20170721151,102
7/21/2017 16:00,1,20170721161,100
7/21/2017 17:00,1,20170721171,100
7/21/2017 18:00,1,20170721181,105
7/21/2017 19:00,1,20170721191,109
7/21/2017 20:00,1,20170721201,106
7/21/2017 21:00,1,20170721211,97
7/21/2017 22:00,1,20170721221,94
7/21/2017 23:00,1,20170721231,84
7/22/2017 0:00,1,20170722001,76
7/22/2017 1:00,1,20170722011,66
7/22/2017 2:00,1,20170722021,58
7/22/2017 3:00,1,20170722031,46
7/22/2017 4:00,1,20170722041,43
7/22/2017 5:00,1,20170722051,41
7/22/2017 6:00,1,20170722061,44
7/22/2017 7:00,1,20170722071,51
7/22/2017 8:00,1,20170722081,58
7/22/2017 9:00,1,20170722091,71
7/22/2017 10:00,1,20170722101,96
7/22/2017 11:00,1,20170722111,115
7/22/2017 12:00,1,20170722121,119
7/22/2017 13:00,1,20170722131,97
7/22/2017 14:00,1,20170722141,119
7/22/2017 15:00,1,20170722151,111
7/22/2017 16:00,1,20170722161,103
7/22/2017 17:00,1,20170722171,103
7/22/2017 18:00,1,20170722181,111
7/22/2017 19:00,1,20170722191,111
7/22/2017 20:00,1,20170722201,111
7/22/2017 21:00,1,20170722211,97
7/22/2017 22:00,1,20170722221,94
7/22/2017 23:00,1,20170722231,84
7/23/2017 0:00,1,20170723001,78
7/23/2017 1:00,1,20170723011,69
7/23/2017 2:00,1,20170723021,58
7/23/2017 3:00,1,20170723031,50
7/23/2017 4:00,1,20170723041,37
7/23/2017 5:00,1,20170723051,39
7/23/2017 6:00,1,20170723061,44
7/23/2017 7:00,1,20170723071,51
7/23/2017 8:00,1,20170723081,61
7/23/2017 9:00,1,20170723091,71
7/23/2017 10:00,1,20170723101,96
7/23/2017 11:00,1,20170723111,92
7/23/2017 12:00,1,20170723121,96
7/23/2017 13:00,1,20170723131,87
7/23/2017 14:00,1,20170723141,95
7/23/2017 15:00,1,20170723151,92
7/23/2017 16:00,1,20170723161,82
7/23/2017 17:00,1,20170723171,85
7/23/2017 18:00,1,20170723181,88
7/23/2017 19:00,1,20170723191,88
7/23/2017 20:00,1,20170723201,90
7/23/2017 21:00,1,20170723211,81
7/23/2017 22:00,1,20170723221,75
7/23/2017 23:00,1,20170723231,75
7/24/2017 0:00,1,20170724001,78
7/24/2017 1:00,1,20170724011,69
7/24/2017 2:00,1,20170724021,58
7/24/2017 3:00,1,20170724031,50
7/24/2017 4:00,1,20170724041,37
7/24/2017 5:00,1,20170724051,39
7/24/2017 6:00,1,20170724061,49
7/24/2017 7:00,1,20170724071,55
7/24/2017 8:00,1,20170724081,61
7/24/2017 9:00,1,20170724091,64
7/24/2017 10:00,1,20170724101,96
7/24/2017 11:00,1,20170724111,92
7/24/2017 12:00,1,20170724121,96
7/24/2017 13:00,1,20170724131,87
7/24/2017 14:00,1,20170724141,95
7/24/2017 15:00,1,20170724151,92
7/24/2017 16:00,1,20170724161,82
7/24/2017 17:00,1,20170724171,85
7/24/2017 18:00,1,20170724181,88
7/24/2017 19:00,1,20170724191,88
7/24/2017 20:00,1,20170724201,90
7/24/2017 21:00,1,20170724211,111
7/24/2017 22:00,1,20170724221,99
7/24/2017 23:00,1,20170724231,97
7/25/2017 0:00,1,20170725001,78
7/25/2017 1:00,1,20170725011,51
7/25/2017 2:00,1,20170725021,42
7/25/2017 3:00,1,20170725031,40
7/25/2017 4:00,1,20170725041,37
7/25/2017 5:00,1,20170725051,33
7/25/2017 6:00,1,20170725061,42
7/25/2017 7:00,1,20170725071,48
7/25/2017 8:00,1,20170725081,55
7/25/2017 9:00,1,20170725091,64
7/25/2017 10:00,1,20170725101,93
7/25/2017 11:00,1,20170725111,81
7/25/2017 12:00,1,20170725121,91
7/25/2017 13:00,1,20170725131,91
7/25/2017 14:00,1,20170725141,86
7/25/2017 15:00,1,20170725151,86
7/25/2017 16:00,1,20170725161,82
7/25/2017 17:00,1,20170725171,85
7/25/2017 18:00,1,20170725181,88
7/25/2017 19:00,1,20170725191,88
7/25/2017 20:00,1,20170725201,107
7/25/2017 21:00,1,20170725211,111
7/25/2017 22:00,1,20170725221,99
7/25/2017 23:00,1,20170725231,97
7/26/2017 0:00,1,20170726001,59
7/26/2017 1:00,1,20170726011,51
7/26/2017 2:00,1,20170726021,42
7/26/2017 3:00,1,20170726031,40
7/26/2017 4:00,1,20170726041,44
7/26/2017 5:00,1,20170726051,33
7/26/2017 6:00,1,20170726061,41
7/26/2017 7:00,1,20170726071,48
7/26/2017 8:00,1,20170726081,55
7/26/2017 9:00,1,20170726091,64
7/26/2017 10:00,1,20170726101,93
7/26/2017 11:00,1,20170726111,81
7/26/2017 12:00,1,20170726121,91
7/26/2017 13:00,1,20170726131,91
7/26/2017 14:00,1,20170726141,86
7/26/2017 15:00,1,20170726151,86
7/26/2017 16:00,1,20170726161,82
7/26/2017 17:00,1,20170726171,85
7/26/2017 18:00,1,20170726181,88
7/26/2017 19:00,1,20170726191,88
7/26/2017 20:00,1,20170726201,107
7/26/2017 21:00,1,20170726211,111
7/26/2017 22:00,1,20170726221,99
7/26/2017 23:00,1,20170726231,97
7/27/2017 0:00,1,20170727001,59
7/27/2017 1:00,1,20170727011,75
7/27/2017 2:00,1,20170727021,69
7/27/2017 3:00,1,20170727031,40
7/27/2017 4:00,1,20170727041,44
7/27/2017 5:00,1,20170727051,41
7/27/2017 6:00,1,20170727061,46
7/27/2017 7:00,1,20170727071,52
7/27/2017 8:00,1,20170727081,62
7/27/2017 9:00,1,20170727091,72
7/27/2017 10:00,1,20170727101,93
7/27/2017 11:00,1,20170727111,128
7/27/2017 12:00,1,20170727121,128
7/27/2017 13:00,1,20170727131,107
7/27/2017 14:00,1,20170727141,119
7/27/2017 15:00,1,20170727151,119
7/27/2017 16:00,1,20170727161,112
7/27/2017 17:00,1,20170727171,116
7/27/2017 18:00,1,20170727181,122
7/27/2017 19:00,1,20170727191,124
7/27/2017 20:00,1,20170727201,121
7/27/2017 21:00,1,20170727211,111
7/27/2017 22:00,1,20170727221,98
7/27/2017 23:00,1,20170727231,97
7/28/2017 0:00,1,20170728001,86
7/28/2017 1:00,1,20170728011,75
7/28/2017 2:00,1,20170728021,63
7/28/2017 3:00,1,20170728031,40
7/28/2017 4:00,1,20170728041,44
7/28/2017 5:00,1,20170728051,41
7/28/2017 6:00,1,20170728061,45
7/28/2017 7:00,1,20170728071,54
7/28/2017 8:00,1,20170728081,59
7/28/2017 9:00,1,20170728091,70
7/28/2017 10:00,1,20170728101,88
7/28/2017 11:00,1,20170728111,108
7/28/2017 12:00,1,20170728121,113
7/28/2017 13:00,1,20170728131,103
7/28/2017 14:00,1,20170728141,114
7/28/2017 15:00,1,20170728151,114
7/28/2017 16:00,1,20170728161,102
7/28/2017 17:00,1,20170728171,105
7/28/2017 18:00,1,20170728181,113
7/28/2017 19:00,1,20170728191,124
7/28/2017 20:00,1,20170728201,112
7/28/2017 21:00,1,20170728211,102
7/28/2017 22:00,1,20170728221,96
7/28/2017 23:00,1,20170728231,80
7/29/2017 0:00,1,20170729001,86
7/29/2017 1:00,1,20170729011,67
7/29/2017 2:00,1,20170729021,63
7/29/2017 3:00,1,20170729031,49
7/29/2017 4:00,1,20170729041,45
7/29/2017 5:00,1,20170729051,41
7/29/2017 6:00,1,20170729061,49
7/29/2017 7:00,1,20170729071,48
7/29/2017 8:00,1,20170729081,55
7/29/2017 9:00,1,20170729091,70
7/29/2017 10:00,1,20170729101,104
7/29/2017 11:00,1,20170729111,112
7/29/2017 12:00,1,20170729121,117
7/29/2017 13:00,1,20170729131,103
7/29/2017 14:00,1,20170729141,112
7/29/2017 15:00,1,20170729151,113
7/29/2017 16:00,1,20170729161,107
7/29/2017 17:00,1,20170729171,111
7/29/2017 18:00,1,20170729181,113
7/29/2017 19:00,1,20170729191,113
7/29/2017 20:00,1,20170729201,110
7/29/2017 21:00,1,20170729211,102
7/29/2017 22:00,1,20170729221,96
7/29/2017 23:00,1,20170729231,80
7/30/2017 0:00,1,20170730001,86
7/30/2017 1:00,1,20170730011,67
